listing_id,name,host_id,host_name,host_city,host_state,host_country,neighbourhood,property_type,room_type,review_scores_rating
26864005,Rooftop Apartment near Airport,11969034,Raul,Amsterdam,North Holland,The Netherlands,De Aker - Nieuw Sloten,Entire apartment,Entire home/apt,93
26869538,Lovely Apartment near City Center with Balcony,21292422,Pim,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
26873529,Apartment 1708,329249,Emmett,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,
26879765,Stylish & cosy apartment next to Vondelpark,27323708,Birre,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
26884221,Comfortable apartment next to RAI Amsterdam,87232993,Matthijs,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
26884936,Modern and light appt Amsterdam The Southern part,32128876,Tina,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
26885255,Top floor apartment stones throw from the Jordaan,101013059,Alexander,The Netherlands,,,Westerpark,Entire apartment,Entire home/apt,98
26885350,Canalhouse 150m2 amazing view with private garden,202228575,Juliet & Han,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,99
26891406,Sunny 1 bed apartment with park and canal view,22952312,Katie,Schiphol-Rijk,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,98
26896075,Luxury family house,9866740,Mirjana,The Netherlands,,,Zuid,Entire apartment,Entire home/apt,94
26896632,Nice room with amazing view over the Amstel,84195673,Christel,Nijmegen,Gelderland,The Netherlands,Watergraafsmeer,Entire bed and breakfast,Entire home/apt,96
26904428,"Spacious, bright and quiet apartment with balcony",125539781,Lieke,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
26905271,Bamboo penthouse @ city centre,133101876,Robert,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
26906184,Amsterdam Centre Apartment (with garden),202427682,Daan,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,95
26906887,Luxurious 3BR 100m2 apt near center of Amsterdam,199160098,Niels,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire condominium,Entire home/apt,97
26907262,Apartment in Amsterdam/ Large Roof Terrace,112138011,Eric,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
26909786,Amsterdam family home with sunny garden and bikes,64652273,Lucy,Amsterdam,North Holland,The Netherlands,Buitenveldert - Zuidas,Entire townhouse,Entire home/apt,100
26910996,Amsterdam penthouse with amazing views,169734662,Bas,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire apartment,Entire home/apt,92
26914484,"Bright, Colourful and Comfortable home",14161033,Jose,Amsterdam,North Holland,The Netherlands,Noord-West,Entire house,Entire home/apt,100
26919409,Cosy appt. Amsterdam South near the Amstel & RAI,4975175,Swaen,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
26920263,Light and Spacious Apartment with Roof Terrace,136347262,Lisanne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,94
26931465,Fully equiped appartment with great terras!,4658633,Stephanie,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
26933070,Canalside 2 bedroom apartment with balcony,15798543,Grace,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,100
26935735,Amsterdam Home with a Windmill View,162245594,Kasia,Maastricht,Limburg,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
26936908,comfortable apt. 10mins walking from Rai & musea,42286632,Frouke,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
26937756,PERFECT apt for couples I Romantic getaway,65859990,Martijn,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
26937821,Luxurious central apartment with garden!,8072008,Daniel,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
26938405,Fabulous modern family home in Amsterdam North,129410355,Tijmen & Ilja,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,97
26941798,Great city centre canal apartment with cat,202703434,Rijk,The Netherlands,,,Centrum-Oost,Entire apartment,Entire home/apt,85
26941872,"Vintage apartment, Vondelpark, balcony, 54m2",56989422,Chantal,Kortenhoef,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
26941891,Spacious & light Apartement nearby RAI (5min walk),176192463,Suzanne,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
26942866,A big and stylish room in amsterdam west,99309613,Debra,The Netherlands,,,De Baarsjes - Oud-West,Private room in apartment,Private room,95
26943704,Cozy apartment in beautiful Amsterdam West!,202731436,Miro,The Netherlands,,,Zuid,Entire apartment,Entire home/apt,95
26944765,Luxurious app. incl. city's best rooftop terrace!,94719908,Hedy,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
26945281,Bright apartment @ the Jordan Amsterdam,201542668,Judith,The Netherlands,,,Westerpark,Entire apartment,Entire home/apt,100
26949958,Amsterdam,202766090,Brom,Amsterdam,North Holland,The Netherlands,Gaasperdam - Driemond,Private room in apartment,Private room,98
26950128,City center accommodation,25657043,Rebecca,Amsterdam,North Holland,The Netherlands,Zuid,Shared room in apartment,Shared room,92
26950249,Apartment + private garden Amsterdam East,71970833,Carlijn,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,100
26950990,Lovely family home with garden @ Amsterdam West,4076767,Gijs & Carina,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,95
26953314,Comfy spacious appartment nearby Vondelpark,69393997,Dai,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,87
26953875,Light design apartment on great spot! FREE PARKING,16054867,Evelien,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
26954582,Houseboat/private guesthouse 10min central station,27785675,Clea,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Private room in houseboat,Private room,97
26965601,Stylish city apartment,202912518,Lisanne,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,94
26968230,Romantic Houseboat Oud West/Jordaan city center,913437,Yael,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Boat,Entire home/apt,86
26974042,Luxurious apartment with beautiful garden,65071543,Mary,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
26982671,Amsterdam Appartement museumsquare,112054501,Andrew,The Netherlands,,,Zuid,Entire apartment,Entire home/apt,
26989235,Nice apartment in Amsterdam Oud-Zuid,26361113,Haiko,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,96
26989332,Amazing studio in hip and happening Amsterdam East,6782241,Ralph,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,100
26990820,"Spacious appartement, big balcony, with parking",2876273,Helen,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,100
26993359,Bright stylish roof terrace apt next to Vondelpark,41306000,Dev,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
27001821,Lovely Bright Apartment Amsterdam,203173532,Eva,The Netherlands,,,Westerpark,Entire apartment,Entire home/apt,100
27004085,Cosy family house with 2 bed and badrooms!,6838978,Anneloek,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire house,Entire home/apt,
27010196,BIG family ground floor apt. with green garden!,4144842,Ramses,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,93
27014697,"Appartement Oud-Zuid, moderne inrichting",87202969,Dario,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,88
27017220,Beautiful Place close to Vondelpark and centre,54829820,Paul,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,
27017653,Spacy room in Nice area,74743263,A,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,100
27020496,Newly renovated apartment in Amsterdam,16694625,Maria & Antonis,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire apartment,Entire home/apt,92
27024242,B&B Studio Old South,6305400,Erik,Amsterdam,North Holland,The Netherlands,Zuid,Private room in bed and breakfast,Private room,96
27024861,Stylish home with garden in great central location,136369169,Albert,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
27025217,Comfy apartment in trendy Amsterdam East,26416458,Bas,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,95
27028156,Authentic Dutch 4P Apt | Balcony | near Vondelpark,65859990,Martijn,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,97
27028646,Amsterdam Studio Apartment City Center,43510741,Sara,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,100
27031226,24 KARAT AMSTERDAM,16566063,Mark,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,88
27037784,GOLDEN SUITE with a beautiful garden,196652324,Mikaela & Eugene,Amsterdam,North Holland,The Netherlands,Bijlmer-Centrum,Private room in bed and breakfast,Private room,96
27040248,Private bedroom in the heart of Amsterdam,1322764,Etienne,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,97
27041918,Two Person Room / Separate Beds and Own Bathroom,153108798,André & Inez,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,99
27046130,Beautiful authentic apartment right in city center,3149685,Evan,Groningen,Groningen,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
27051213,Amsterdam Grand Apartment II,37752619,Joost,Amsterdam,North Holland,The Netherlands,Zuid,Entire serviced apartment,Entire home/apt,92
27052206,Amsterdam Gaasperplas - 15 minutes from the Dam!,33662498,Irina,Amsterdam,North Holland,The Netherlands,Gaasperdam - Driemond,Private room in apartment,Private room,98
27053257,Erasmuspark - Private room very close to center,158029175,Ufuk,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Private room in apartment,Private room,98
27058302,Ideal family house with exceptional lake view,11530541,Maurits,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire house,Entire home/apt,100
27061787,Cozy apartment next to the Jordaan area,203627746,Tijmen,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,96
27067710,Luxury apartment with fireplace & roof terrace,86654923,Leon,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
27067991,Luxurious gateway to hip Amsterdam,9162576,Gijs,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
27070597,Outstanding view in central location,202929212,K,The Netherlands,,,Centrum-Oost,Entire apartment,Entire home/apt,97
27071371,Perfect apartment for 2 ppl in hip area!,203705655,Femke,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,95
27075233,Private room on historic dyke | FREE PARKING,3879739,Anoeska,Amsterdam,North Holland,The Netherlands,Noord-Oost,Private room in house,Private room,100
27075692,Comfy @ hip 'Oud West' & next to famous Vondelpark,21800150,,,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
27076870,Unique home @ 'Oud West' with stunning canal view!,21800150,,,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
27077136,Canal view family house in hip East,203742778,Roelien,The Netherlands,,,Watergraafsmeer,Entire apartment,Entire home/apt,93
27078008,Amsterdam Zeeburg. 10 min from Central Station.,5740267,Rinke,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire loft,Entire home/apt,90
27078701,"Heart of Amsterdam- By cool cafes, bars & canals.",203752847,Liz,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,83
27079138,"Beautiful, newly renovated apartment in Amsterdam",16694625,Maria & Antonis,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire apartment,Entire home/apt,100
27081619,Newly furnished apartment in center,199450112,Srijana,The Netherlands,,,Centrum-West,Private room in apartment,Private room,96
27083342,Amsterdam’s long term-private studio WiFi /Parkin,51485781,Vital,Amsterdam,North Holland,The Netherlands,Gaasperdam - Driemond,Private room in apartment,Private room,100
27094901,Cozy apartment in a lovely Amsterdam neighborhood,51992270,Serena,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,100
27095912,Clean quiet apartment w balcony in great location,1509497,Scott,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
27099463,Apartment with garden in a quiet neighborhood,203949310,Geert,The Netherlands,,,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,85
27100570,Great family villa @ Amsterdam Ijburg,86100617,Jeannot,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire villa,Entire home/apt,98
27100694,Amsterdam apartment near Vondelpark,56196933,Renno,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,100
27101497,Luxury apartment with garden,5674716,Floor & Joost,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,
27103385,Apartment on top location!,67539180,Maudy,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
27104242,Luxury apartment in the East of Amsterdam,10188537,Eduard & Gwenny,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,100
27104692,"Central, design apartment in the hip Oud-West",258146,Carlos,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
27107258,"Complete family house & garden, 15 min to center",91590623,Bas,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire house,Entire home/apt,98
27108549,Amsterdam Loft,185122412,Janne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
27110081,"Spacious house w/4 bedrooms, garden, families oThe Netherlandsy",2525918,Reinier,Amsterdam,North Holland,The Netherlands,Westerpark,Entire townhouse,Entire home/apt,100
27112526,Cosy apartment (65m2) next to the Foodhallen,194564500,Gijs,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,94
27118878,Modern Studio with garden at CBD of Amsterdam,10243726,Quinten,The Netherlands,,,Buitenveldert - Zuidas,Entire apartment,Entire home/apt,100
27121337,Amazing apartment dePijp,21686664,Giampaolo Antonio,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,80
27121885,Centraal station studio,212600641,Valentina,Bucharest,Bucharest,Romania,Centrum-West,Entire apartment,Entire home/apt,94
27122613,Traditional dyke house 10 mins to Amsterdam Center,204152519,Marcel,The Netherlands,,,Noord-Oost,Entire villa,Entire home/apt,100
